Core - Navigator	Núcleo – Navegador	
Core - UI	Núcleo – UI	
Core - Windows	Núcleo – Janelas	
Core SQL grammar	Núcleo da gramática SQL	
Correct Javadoc	Corrigir Javadoc	
Corrupted	Corrompido	
Country	País	
Country Code	Código do país	
Create	Criar	
Create CMR Field	Criar campo CMR	
Create Derby Database	Criar banco de dados Derby	
Create Domain	Criar domínio	
Create Dynamic Form	Criar formulário dinâmico	
Create EJB Module	Criar módulo EJB	
Create EJB Wizard	Criar assistente EJB	
Create Fixed Watch	Criar Watch fixo	
Create Forward Action	Criar ação de encaminhamento	
Create Getter	Criar Getter	
Create Group	Criar grupo	
Create Hello MIDlet	Criar Hello MIDlet	
Create Include Action	Criar ação de inclusão	
Create Interface	Criar interface	
Create Javadoc	Criar Javadoc	
Create JUnit Tests	Criar testes Junits	
Create Link	Criar link	
Create Local Domain	Criar domínio local 	
Create Main Class	Criar classe principal	
Create Method...	Criar método...	
Create NBM	Criar NBM	
Create New Category	Criar nova categoria	
Create New Configuation	Criar nova configuração	
Create New Filter	Criar novo filtro	
Create New Folder	Criar nova pasta	
Create New JDBC Resource	Criar novo recurso JDBC	
Create New Profile Dialog	Diálogo Criar novo perfil	
Create Personal Domain	Criar domínio pessoal	
Create Project...	Criar projeto...	
Create server resources	Criar recursos do servidor	
Create Setter	Criar Setter	
Create Shortcut...	Criar atalho...	
Create Table	Criar tabela	
Create Table at Deploy	Criar tabela durante deploy	
Create Table Dialog	Criar caixa de diálogo de tabela	
Create Table Script	Criar script da tabela	
Create Test Skeleton	Criar esqueleto do teste	
Create Tests	Criar testes	
Create Variable Access Breakpoint	Criar ponto de interrupção de acesso a variável	
Create Variable Modification Breakpoint	Criar ponto de interrupção de criação de variável	
Create WAR checkbox	Caixa de verificação Criar WAR	
Create WAR File	Criar arquivo WAR	
Create web service	Criar serviço Web	
Created	Criado	
Created File	Arquivo criado	
Created Folder	Pasta criada	
Created Test Class	Classe de teste criada	
Creating	Criando	
Creating JAR	Criando JAR	
Creating java files	Criando arquivos java	
Creating Javadoc	Criando Javadoc	
Creating tests ...	Criando testes...	
Creating web service client	Erro ao criar serviço de cliente Web	
Creating wscompile artifacts...	Criando artefatos wscompile...	
Creation Properties	Propriedades de criação	
Criterion Name	Nome do critério	
Cross reference query	Consulta de referência cruzada	
CSS Check	Verificação CSS	
CSS checking	Verificação CSS	
CSS Editor	Editor CSS	
CSS Objects	Objetos CSS	
CSS Support	Suporte CSS	
Currency Converter	Conversor de moeda	
Current	Atual	
Current Ant Target	Alvo atual do Ant	
Current Dir	Dir. atual	
Current File	Arquivo atual	
Current Line	Linha atual	
Current Program Counter	Contador do programa atual	
Current Records	Registros atuais	
Current Target	Alvo atual	
Current viewer	Visualizador atual	
Current Working Branch	Branch de trabalho atual	
Cursor Editor	Editor de cursor	
Custom ...	Personalizado	
Custom Component Properties	Propriedades de componente personalizadas	
Custom Components	Componentes personalizados	
Custom Creation Code	Criação de código personalizada	
Custom Device	Dispositivo personalizado	
Custom Menu Items	Itens de menu personalizados	
Custom Platform	Plataforma personalizada	
Custom Resources	Recursos personalizados	
Custom Tag	Marcador personalizado	
Custom Task	Tarefa personalizada	
Custom Zoom	Zoom personalizado	
Customize	Personalizar	
Customize API Permission	Personalizar permissão API	
Customize Breakpoint	Personalizar ponto de interrupção	
Customize Compilation Parameters	Personalizar parâmetros de compilação	
Customize Configurations	Personalizar configurações	
Customize Emulator Execution	Personalizar execução do emulador	
Customize Filter...	Personalizar filtro...	
Customize General Project Settings	Personalizar configurações gerais do projeto	
Customize Generated Ant Script	Personalizar script do Ant gerado	
Customize J2ME Emulator	Personalizar emulador J2ME	
Customize Layout...	Personalizar layout...	
Customize Platform	Personalizar plataforma	
Customize Property	Personalizar propriedade	
Customize Resources and Libraries	Personalizar recursos e bibliotecas	
Customize Script	Personalizar script	
Customize Templates	Personalizar modelos	
Customize Toolbars	Personalizar barras de ferramentas	
Customize Zoom	Personalizar zoom	
Customizer	Personalizador	
Customizer Dialog	Caixa de diálogo Personalizador	
Customizer Dialog for Enumeration	Caixa de diálogo do personalizador para enumeração	
Customizer Name Code	Código do nome do personalizador	
Cut	Recortar	
CVS Annotation	Anotação CVS	
CVS Client Library	Biblioteca de cliente CVS	
CVS Password	Senha CVS	
CVS Root	Raiz CVS	
CVS Versioning installation	Instalação do versionamento CVS	
CVS Versioning System	Sistema de versionamento CVS	
Cyan	Azul-claro	
Dark Gray	Cinza-escuro	
Data	Dados	
Data collected from	Dados coletados de	
Data Convertor Implementation	Implementação de conversor de dados	
Data Convertor Interface	Interface do conversor de dados	
Data Convertors	Conversores de dados	
Data Files	Arquivos de dados	
Data Object Copy Flavor	Copiar tipo do objeto de dados	
Data Object Cut Flavor	Recortar tipo do objeto de dados	
Data object modified	Objeto de dados modificado	
Data Source	Fonte de dados	
Data type	Tipo de dados	
Data Validation with AJAX	Validação de dados com AJAX	
Database	Banco de dados	
Database connect	Conectar banco de dados	
Database connect dialog	Caixa de diálogo Conectar banco de dados	
Database Connection	Conexão de banco de dados	
Database Core	Núcleo de banco de dados	
Database driver	Driver de banco de dados	
Database Explorer	Explorador de banco de dados	
Database Explorer Module Help	Módulo de ajuda do explorador de banco de dados	
Database Explorer Module Home	Módulo inicial do explorador de banco de dados	
Database Location	Localização do banco de dados	
Database Name	Nome do banco de dados	
Database password	Senha do banco de dados	
Database password text field	Campo de texto da senha do banco de dados	
Database product name	Nome do produto do banco de dados	
Database product version	Versão do produto do banco de dados	
Database Schema	Esquema do banco de dados	
Database structure files	Arquivos de estrutura do banco de dados	
Database URL	URL do banco de dados	
Database URL prefix	Prefixo URL do banco de dados	
Database URL text field	Campo de texto da URL do banco de dados	
Database User Name	Nome de usuário do banco de dados	
Database Vendor Name	Nome do fornecedor do banco de dados	
Database Vendors combo box	Caixa de seleção de fornecedores de bancos de dados	
Database version	Versão do banco de dados	
DataSource Classname	Nome da classe de DataSource	
DataSource implementation class name	Nome da classe de implementação do DataSource	
DataSource Interface	Interface do DataSource	
Datasystems API	API de sistema de dados	
Date	Data	
Date condition value	Valor da data da condição	
Date of last check	Data da última verificação	
day(s)	Dia(s)	
DB Delete	Exclusão de BD	
DB Insert	Inserção de BD	
DB Query	Consulta de BD	
DB Report	Relatório de BD	
DB Update	Atualização de BD	
DDBean cannot be null	DDBean não pode ser nulo	
DDBeanRoot cannot be null	DDBeanRoot não pode ser nulo	
DDL causes commit	Aplicar dados em DDL	
DDL ignored in transactions	DDL ignorado em transações	
Deactivate	Desativar	
Deactivate Filter	Desativar filtro	
Debug	Depurar	
Debug Active Project	Depurar projeto ativo	
Debug Ant Target	Depurar alvo do Ant	
Debug Enabled	Depuração ativada	
Debug File	Depurar arquivo	
Debug Identifier	Identificador de depuração	
Debug JNLP Application	Depurar aplicativo JNLP	
Debug Main Project	Depurar projeto principal	
Debug mode	Modo de depuração	
Debug next line	Depurar linha seguinte	
Debug Profiles	Depurar perfis	
Debug Project	Depurar projeto	
Debug server	Servidor de depuração	
Debug Target	Alvo de depuração	
Debugger	Depurador	
Debugger Annotation	Anotações de depuração	
Debugger Console	Console do depurador	
Debugger Core - UI	Núcleo do depurador – interface gráfica	
Debugger Core API	API do núcleo do depurador	
Debugger exception	Exceção do depurador	
Debugger Execution	Execução do depurador	
Debugger finished	Depurador terminou	
Debugger Port	Porta do depurador	
Debugger Settings	Configurações do depurador	
Debugger State	Estado do depurador	
Debugger Transport	Transporte do depurador	
Debugger Types	Tipos de depurador	
Debugger Window	Janela do depurador	
Debugging	Depurando	
Decimal	Decimal	
Decimal digits	Dígitos decimais	
Declaration	Declaração	
Declare Static	Declarar estático	
Declared Attributes	Atributos declarados	
Declared Commands	Comandos declarados	
Declaring Class	Classe declarante	
Decline	Não aceitar	
Decrease Factor	Diminuir fator	
Decrement	Redução	
Decrement operator	Operador de redução	
Deep Restart	Reiniciar totalmente	
Default	Padrão	
Default Character Set	Conjunto de caracteres padrão	
Default Column Value	Valor padrão da coluna	
Default Debugging	Depuração padrão	
Default Domain	Domínio padrão	
Default Encoding	Codificação padrão	
Default Event Index	Índice padrão do evento	
Default Filter	Filtro padrão	
Default Helper Properties	Propriedades padrão do assistente	
Default Installation Settings Level	Nível padrão de configuração da instalação	
Default Instance	Instância padrão	
Default Justification	Justificação padrão	
Default Language	Idioma padrão	
Default level	Nível padrão	
Default Locale Mapping	Mapeamento local padrão	
Default locker (-kkvl)	Bloqueador padrão (-kkvl)	
Default Message Access Protocol	Mensagem padrão do protocolo de acesso	
Default Position	Posição padrão	
Default Property Index	Índice padrão da propriedade	
Default Resource Principal	Principal recurso padrão	
Default Resource Principal Name	Nome principal do recurso padrão	
Default Resource Principal Password	Senha principal do  recurso padrão	
Default Return Address	Endereço de retorno padrão	
Default Schema	Esquema padrão	
Default Search Engine	Mecanismo de busca padrão	
Default Server Not Valid	Servidor padrão não válido	
Default System	Sistema padrão	
Default System Browser	Navegador padrão do sistema	
Default Table Values	Valores padrão da tabela	
Default Target	Alvo padrão	
Default Transport Protocol	Protocolo de transporte padrão	
Default Type	Tipo padrão	
Default Typed	Padrão tipado	
Default User	Usuário padrão	
Default Value	Valor padrão	
Default Value Type	Tipo do valor padrão	
Default XML Action	Ação XML padrão	
Define Here	Definir aqui	
Define temporary symbol	Definir símbolo temporário	
Defined Filter Sets	Conjuntos de filtros definidos	
Defined Filters	Filtros definidos	
Delay (seconds)	Atraso (segundos)	
Delete	Excluir	
Delete All	Excluir todos	
Delete All Records	Excluir todos os registros	
Delete Category	Excluir categoria	
Delete Cookies	Excluir cookies	
Delete Current Records	Excluir registros atuais	
Delete File	Excluir arquivo	
Delete Fixed Watch	Excluir observador fixo	
Delete Headers	Excluir cabeçalhos	
Delete Line	Excluir linha	
Delete Next Character	Excluir próximo caractere	
Delete Next Word	Excluir próxima palavra	
Delete Parameters	Excluir parâmetros	
Delete Previous Character	Excluir caractere anterior	
Delete Previous Word	Excluir palavra anterior	
Delete Project	Excluir projeto	
Delete Resource	Excluir recurso	
Delete Saved Records	Excluir registros gravados	
Delete selected column	Excluir coluna selecionada	
Delete selected row	Excluir linha selecionada	
Delete Selection	Excluir seleção	
Delete Statement	Instrução de exclusão	
Delete Tab	Excluir tabulação	
Deleting Project	Excluindo projeto	
Depends On	Depende de	
Deploy action running...	Ação de deploy em execução...	
Deploy Project	Implantar projeto	
Deploying	Implantando	
Deployment	Deployment	
Deployment Descriptor API	API do descritor de deployment	
Deployment Descriptor Properties	Propriedades do descritor de deployment	
Deployment Plan Objects	Objetos do plano de deployment	
Deployment Progress Monitor	Monitor de progresso do deployment	
Deployment URL	URL de deployment	
Deprecated	Obsoleto	
Depth of stack	Profundidade da pilha	
Derby Database	Banco de dados Derby	
Derby Database Support	Suporte ao banco de dados Derby	
Derby Location	Localização do Derby	
Derby Properties File	Arquivo de propriedades do Derby	
Descending	Descendente	
Description	Descrição	
Description of component	Descrição de componente	
Description of HTML browser	Descrição do navegador HTML	
Design	Desenho	
Design this Container	Desenhar este recipiente	
Design Top Container	Desenhar parte superior do recipiente	
Designer Size	Tamanho do desenho	
Desktop	Área de trabalho	
Destination	Destino	
Destination Resources	Recursos de destino	
Destination Supertype	Supertipo de destino	
Destination Type	Tipo de destino	
Detail	Detalhe	
Detect...	Detectar	
Detected APIs	APIs detectadas	
Detected direct connection	Conexão direta detectada	
Detected KDE HTTP proxy	Proxy HTTP KDE detectado	
Detected Platforms	Plataformas detectadas	
Detecting JDK	Detectando o JDK	
Detection in progress...	Detecção em progresso...	
Determines placement of margin.	Determina a localização da margem.	
Developer Collaboration	Desenvolvimento colaborativo	
Developing NetBeans	Desenvolvendo o NetBeans	
Development Update Center	Central de Atualizações em Desenvolvimento	
Device	Dispositivo	
Device Configuration	Configuração de dispositivo	
Device Name	Nome do dispositivo	
Device Profile	Perfil do dispositivo	
Device Screen	Tela do dispositivo	
Dialog for method node	Caixa de diálogo para nó de método	
Dialog Form	Formulário Caixa de diálogo	
Dialogs API	API das caixas de diálogo	
Diff	Comparação	
Diff All	Comparar todos	
Diff All Files	Comparar todos os arquivos	
Diff and Merge Types	Tipos de comparação e mesclagem	
Diff Component	Componente de comparação	
Diff Engines	Mecanismos de comparação	
Diff Files	Arquivos de comparação	
Diff Panel	Painel de comparação	
Diff patch export failed!	Exportação de patch de comparação falhou!	
Diff Services	Serviços de comparação	
Diff to:	Comparação para:	
Diff Visualizers	Visualizadores de comparação	
Differences between source files	Diferenças entre arquivos-fontes	
Different table correlation names	Nomes correlativos de tabela diferentes	
Different Values	Valores diferentes	
Diffing All Files	Comparando todos os arquivos	
Diffing Files	Comparando arquivos	
Diffing...	Comparando...	
Dimension	Dimensão	
Direct	Direto	
Direction	Direção	
Directory	Diretório	
Directory Based Deployment Possible	Deployment possível baseado em diretório	
Disable	Desabilitar	
Disable All	Desabilitar todos	
Disable all suggestion categories	Desabilitar todas as categorias de sugestão	
Disable Debug	Desabilitar depuração	
Disable Prefetching	Desabilitar pré-busca	
disabled	Desabilitado	
Disabled Breakpoint	Ponto de interrupção desabilitado	
Disabled Conditional Breakpoint	Ponto de interrupção condicional desativado	
Disabled input	Entrada desabilitada	
Disc	Disco	
Discard	Descartar	
Discard All	Descartar tudo	
Discard the change	Descartar a alteração	
Disconnect	Desconectar	
Dismiss	Descartar	
Dismiss the dialog	Descartar caixa de diálogo	
Dispatch Conditions	Condições de despacho	
Dispatcher	Emissores	
Dispatcher Types	Tipos de emissores	
Display	Exibição	
Display As	Exibir como	
Display Browser on Run	Exibição do navegador ao executar	
Display Category	Categoria de exibição	
Display Name	Nome de exibição	
Display Name Code	Exibir código do nome	
Display Text Limit Line	Exibir linha limite de texto	
Display values	Valores de exibição	
Displays online help	Exibe ajuda online	
Distributable	Pode ser distribuído	
Distribute	Distribuir	
Distribution Directory	Diretório de distribuição	
Division	Divisão	
Division operator	Operador de divisão	
DML only	DML somente	
Do Not Always Accept	Nem sempre aceitar	
Do Nothing	Não fazer nada	
Do Refactoring	Refatorar	
Dock View	Encaixar exibição	
DOCTYPE Declaration	Declaração DOCTYPE	
Doctype Node Type	Tipo de nó DOCTYPE	
DOCTYPE Public ID	ID público do DOCTYPE	
DOCTYPE Root Element Name	Nome do elemento raiz DOCTYPE	
DOCTYPE System ID	ID do sistema de DOCTYPE	
Document Additional Tags	Marcações adicionais do documento	
Document Encoding	Codificação do documento	
Document Fragment Encoding	Codificação do fragmento do documento	
Document Fragment Version	Versão do fragmento do documento	
Document Namespace	Namespace do documento	
Document Node Type	Tipo de nó do documento	
Document Root	Raiz do documento	
Document Root Element Name	Nome do elemento da raiz do documento	
Document Root Element Namespace	Elemento namespace da raiz do documento	
Document Type	Tipo de documento	
Document Version	Versão do documento	
Document: Done	Documento: Concluído	
Documentation	Documentação	
Documentation generating interrupted.	A geração de documentação foi interrompida.	
Documentation Indices	Índices da documentação	
Documenting	Documentando	
Documents	Documentos	
Documents and Settings directory	Diretório de documentos e configurações	
Does not contain	Não contém	
Domain	Domínio	
Domain Admin Login Info	Informação de login do domínio Admin	
Domain Admin Port Info	Informação de porta do Admin do domínio	
Domain Creation Failure	Falha na criação do domínio	
Domain Creation Results	Resultados de criação do domínio	
Domain Folder	Pasta do domínio	
Domain Folder Location	Localização da pasta do domínio	
Domain HTTP Port	Porta HTTP do domínio	
Domain Name	Nome do domínio	
Domain Name of server	Nome do domínio do servidor	
Domain Path	Caminho do domínio	
Domain Root	Raiz do domínio	
Done	Pronto	
Dot	Ponto	
Dot operator	Operador ponto	
Double floating-point constant	Constante de ponto flutuante dupla	
Double Literal	Literal dupla	
Down	Para baixo	
Download Error	Erro de download	
Download in Progress...	Download em execução...	
Download Incomplete	Download incompleto	
Download Modules	Baixar módulos	
Download was stopped.	Download foi parado.	
Downloading WSDL File...	Baixando arquivo WSDL...	
Downloading...	Baixando...	
Drag Feedback Color	Cor do arrasto do feedback	
Draw Glyphs on Background	Desenhar ícones em segundo plano	
Driver	Driver	
Driver Class	Classe do driver	
Driver class combo box	Seleção de classe do driver	
Driver File	Arquivo do driver	
Driver files list box	Lista de arquivos do driver	
Driver major version	Versão maior do driver	
Driver minor version	Versão menor do driver	
Driver name	Nome do driver	
Driver Template	Modelo do driver	
Driver text field	Campo de texto do driver	
Driver version	Versão do driver	
Drop Index	Apagar índice	
Drop Procedure	Apagar procedimento	
Drop Table	Apagar tabela	
Drop Table at Deploy	Apagar tabela no deployment	
Drop Table At Undeploy	Apagar tabela no undeploy	
Drop-down List	Lista suspensa	
DTD checking finished.	Verificação do DTD concluída.	
DTD checking started.	Verificação do DTD iniciada.	
DTD Comment	Comentário DTD	
DTD Document	Documento DTD	
DTD Editor	Editor DTD	
DTD Entity	Entidade DTD	
DTD Entity Encoding	Codificação da entidade do DTD	
DTD entity public ID	ID público da entidade DTD	
DTD entity system ID	ID do sistema da entidade DTD	
DTD Entity Version	Versão da entidade DTD	
DTD Grammar Documentation	Documentação da gramática DTD	
DTD Indentation Engine	Mecanismo de indentação DTD	
DTD Keyword	Palavra-chave de DTD	
DTD New Line (deprecated)	Nova linha de DTD (obsoleto)	
DTD Node Type	Tipo de nó DTD	
DTD Objects	Objetos DTD	
DTD Options	Opções DTD	
DTD Public ID:	ID público do DTD	
DTD Reference	Referência de DTD	
DTD Symbol	Símbolo de DTD	
DTD System ID:	ID do sistema de DTD:	
DTD Temporary Error	Erro temporário de DTD	
DTD Text Content	Conteúdo do texto de DTD	
DTD Value	Valor de DTD	
DTD-Constrained Document	Documento DTD restrito	
Dump View Hierarchy	Despejar hierarquia de exibição	
Duplicate	Duplicar	
Duplicate abbreviation not allowed!	Não é permitida abreviação duplicada!	
Duplicate Project...	Duplicar projeto...	
Duplicated FileObject:	FileObject duplicado	
Durability	Durabilidade	
Dynamic	Dinâmico	
Eager	Ancioso	
Earlier than	Antes de	
East	Leste	
Edit ...	Editar...	
Edit and Replay	Editar e reexecutar	
Edit Attribute	Editar atributo	
Edit Button	Botão Editar	
Edit Categories	Editar categorias	
Edit CMP Field	Editar campo CMP	
Edit CMP Relationship	Editar relacionamento CMP	
Edit cookie	Editar cookie	
Edit CVS Root	Editar raiz do CVS	
Edit Filter	Editar filtro	
Edit Finder Method	Editar método Finder	
Edit Global Filters	Editar filtros globais	
Edit Group	Editar grupo	
Edit Group Name	Editar nome do grupo	
Edit header	Editar cabeçalho	
Edit Init Parameter	Editar parâmetro inicial	
Edit JAR File	Editar arquivo JAR	
Edit Library Button	Botão Editar biblioteca	
Edit Library...	Editar biblioteca...	
Edit Local Directory	Editar diretório local	
Edit Message Security Binding	Editar ligação de segurança de mensagens	
Edit MIDlet	Editar MIDlet	
Edit Module Dependency	Editar dependência de módulo	
Edit parameter	Editar parâmetro	
Edit Policy	Editar política	
Edit Principal	Editar principal	
Edit Project Properties	Editar propriedades do projeto	
Edit request property	Editar propriedade de requisição	
Edit Scenarios...	Editar cenários...	
Edit Select Method	Editar método de seleção	
Edit server property	Editar propriedade de servidor	
Edit server.xml	Editar server.xml	
Edit Shortcuts	Editar atalhos	
Edit table script	Editar script da tabela	
Edit Task Pattern	Editar padrão de tarefa	
Edit Text	Editar texto	
Edit URL	Editar URL	
Edit value	Editar valor	
Editable	Editável	
Editing	Editando	
Editor	Editor	
Editor Bookmarks	Editor de marcadores	
Editor Code Completion	Editor de auto-completar código	
Editor Code Folding	Dobramento de código do editor	
Editor Code Templates	Editor de modelos de código	
Editor Context Menu Item	Item de menu de contexto do editor	
Editor for string properties	Editor para propriedades de texto	
Editor Hints	Dicas do editor	
Editor Hints module	Módulo de dicas do editor	
Editor Library	Biblioteca do editor	
Editor MIME Lookup	Editor de resolução MIME	
Editor Settings	Configurações do editor	
Editor Settings Storage	Armazenamento das configurações do editor	
Editor Settings Storage module	Módulo de armazenamento das configurações do editor	
Editor State	Estado do editor	
Editor Utilities	Utilitários do editor	
Editors - Iterate left	Editores – Avançar para esquerda	
Editors - Iterate right	Editores – Avançar para direita	
Efects Color	Cor dos efeitos	
Efects Color Chooser	Seletor de cor dos efeitos	
Effect Color	Cor do efeito	
Effective Classpath	Classpath efetivo	
Effects	Efeitos	
EJB Container	Contêiner EJB	
EJB Freeform Project Support	Suporte de projeto EJB Freeform	
EJB JAR deployment descriptor	Descritor de deployment do EJB JAR	
Ejb Jar files	Arquivos JAR EJB	
EJB Methods	Métodos EJB	
EJB Module	Módulo EJB	
EJB Name	Nome EJB	
EJB nodes to call	Nós do EJB a chamar	
EJB Reference	Referência EJB	
EJB Reference Name	Nome da referência EJB	
EJB Sources	Fontes EJB	
EJB Type	Tipo EJB	
EJB1.1 Finder Queries	Localizador de consultas EJB1.1	
EjbJar Deployment Descriptor Objects	Objetos do descritor de deployment EjbJar	
EL Character Literal	Caractere literal EL	
EL Double Literal	Literal dupla EL	
EL Error In Sources	Erro em códigos-fonte EL	
EL Float Literal	Literal flutuante EL	
EL function call	Chamada de função EL	
EL Hexadecimal Literal	Literal hexadecimal EL	
EL Identifier	Identificador EL	
EL Integer Literal	Literal inteira EL	
EL Keyword	Palavra-chave EL	
EL Long Integer Literal	Literal inteira longa EL	
EL Numeric Literal	Literal numérica EL	
EL Octal Literal	Literal octal EL	
EL Operator	Operador EL	
EL Scriptlet Delimiter	Delimitador de scriptlet EL	
EL String Literal	String literal EL	
EL Tag Library Prefix	Biblioteca de marcação de prefixo EL	
EL Whitespace	Espaço em branco EL	
Element (QName)	Elemento (Qname)	
Element Content Model	Modelo de conteúdo de elemento	
Element Content Model Declaration	Declaração de modelo de conteúdo de elemento	
Element Content Model Description	Descrição de modelo de conteúdo de elemento	
Element Declaration Node Type	Tipo de nó de declaração de elemento	
Element Details	Detalhes de elementos	
Element has no source	O elemento não tem código-fonte	
Element Index	Índice de elementos	
Element Mappings	Mapeamentos de elementos	
Element Name	Nome do elemento	
Element name namespace prefix	Prefixo do namespace do nome do elemento	
Element Node Type	Tipo de nó do elemento	
Empty	Vazio	
Empty abbreviation not allowed!	Não é permitida abreviação em branco!	
Empty Ant Script	Script do Ant vazio	
Empty File	Arquivo vazio	
Empty file name	Nome do arquivo vazio	
Empty instrumentation filter	Filtro de instrumentação vazio	
Empty Java File	Arquivo Java vazio	
Empty project folder	Pasta de projeto vazia	
Empty Space	Espaço vazio	
Empty string	String vazia	
Empty Test	Teste vazio	
Enable	Habilitar	
Enable All	Habilitar todos	
Enable all suggestion categories	Habilitar todas as categorias de sugestão	
Enable Debug	Habilitar depuração	
Enable HTTP Monitor	Habilitar monitor HTTP	
Enabled	Habilitado	
Enabled features	Funcionalidades habilitadas	
Encapsulate Fields	Encapsular campos	
Encoding	Codificação	
Encoding accepted	Codificação aceita	
Encoding declaration	Declaração de codificação	
Encoding declared in header	Codificação declarada no cabeçalho	
Encoding for Japanese Javadoc	Codificação para o Javadoc Japonês	
End	Fim	
End Line	Linha de fim	
Endpoint Address URI	Ponto final do endereço URI	
Ends with	Termina com	
Ends with (Case Sensitive)	Termina com (Diferenciar maiúsculas/minúsculas)	
Engine	Mecanismo	
Engine Name of component	Nome do mecanismo do componente	
Engine Property Panel	Painel de propriedades do mecanismo	
Enlarge Factor	Aumentar fator	
Enter	Indicar	
Enter Abbreviation	Indicar abreviação	
Enter credentials	Indicar credenciais	
Enter device name	Indicar nome do dispositivo	
Enter error URL	Indicar erro da URL	
Enter Exception	Indicar exceção	
Enter Host	Indicar máquina	
Enter Login	Indicar login	
Enter Macro	Indicar macro	
Enter Master Password	Indicar senha mestre	
Enter Method Parameter	Indicar parâmetro do método	
Enter More Properties	Indicar mais propriedades	
Enter New Identifier	Indicar novo identificador	
Enter Parameters	Indicar parâmetros	
Enter Password	Indicar senha	
Enter port	Indicar porta	
Enter the classname	Indicar o nome da classe	
Enter the context root	Indicar a raiz do contexto	
Enter the dispatcher name	Indicar o nome do Dispatcher	
Enter the localpart	Indicar a parte local	
Enter the namespace URI	Indicar URI do namespace	
Enter the timeout name	Indicar o nome do tempo de espera	
Enter the url pattern	Indicar padrão do URL	
Enter username and password	Indicar nome do usuário e senha	
Enter valid Action Path	Indicar um caminho de ação válido	
Enter WSDL Url	Indicar a URL WSDL	
Enterprise	Empresa	
Enterprise Application	Aplicação corporativa	
Enterprise Applications (EAR) Projects	Projetos de aplicações corporativas (EAR)	
Enterprise Bean	Enterprise Bean	
Enterprise Bean Implementation	Implementação de Enterprise Bean	
Enterprise Bean References	Referências do Enterprise Bean	
Enterprise JavaBeans (EJB)	Enteprise JavaBeans (EJB)	
Enterprise JavaBeans (EJB) Support	Suporte Enterprise JavaBeans (EJB)	
Enterprise Resources	Recursos corporativos	
Entity Bean	Bean de entidade	
Entity Bean Generation	Geração de Bean de entidade	
Entity Bean wizard	Assistente de Bean de entidade	
Entity catalog mounter	Montador do catálogo de entidade	
Entity Declaration Node Type	Tipo de nó de declaração de entidade	
Entity Declaration Public ID	ID público da declaração da entidade	
Entity name	Nome da entidade	
Entity reference name	Nome de referência da entidade	
Entity type	Tipo de entidade	
Entries	Entradas	
Entry Name	Nome da entrada	
Entry Type	Tipo de entrada	
Entry Value	Valor da entrada	
Enum Constants	Constantes de enum	
Enumerated	Enumerado	
Enumerated Type	Tipo enumerado	
Enumeration	Enumeração	
Enums	Enums	
Environment Entries	Entradas no ambiente	
Equal sign	Sinal de igualdade	
Equals	Igual	
Equivalence	Equivalência	
Equivalence operator	Operador de equivalência	
Erroneous Text	Texto errôneo	
Error	Erro	
Error (recoverable)	Erro (recuperável)	
Error Annotation Limit	Limite de anotação de erro	
Error Code	Código de erro	
Error Count for component	Contador de erros para componente	
Error During Transformation	Erro durante a transformação	
Error field	Campo de erro	
Error In Sources	Erro em códigos-fonte	
Error in the expression	Erro na expressão	
Error Message	Mensagem de erro	
Error opening editor	Erro ao abrir editor	
Error opening Source Editor	Erro ao abrir editor de código-fonte	
Error Output	Saída de erro	
Error Page	Página de erro	
Error Page Location	Localização da página de erro	
Error reading file	Erro lendo arquivo	
Error running wscompile internally	Erro durante execução interna do wscompile	
Error setting value	Erro definindo valor	
Error Stripe	Lista de erros	
Error Stripe API	API da lista de erros	
Error Stripe Core	Núcleo da lista de erros	
Error URL	Erro da URL	
Error: Empty Portfolio	Erro: Portfólio vazio	
Errors during parsing	Erros durante análise	
Establish Trust In Client	Conexão segura no cliente	
Establish Trust In Target	Conexão segura no destino	
Estimated Field	Campo estimado	
Estimating media search complexity	Estimando complexidade de pesquisa da mídia	
Etch-type of the border	Marca d'água da borda	
Evaluate	Avaliar	
Evaluate Expression	Avaliar expressão	
Evaluated Properties	Propriedades avaliadas	
Event Handler Method	Método do manipulador de eventos	
Event Set	Conjunto de eventos	
Event Sources	Fonte de eventos	
Event type	Tipo de evento	
Event type combo box	Caixa de combinação para tipo de evento	
Event Variable Name	Nome da variável do evento	
Events	Eventos	
Events of the JavaBean	Eventos do JavaBean	
Every Day	Todo dia	
Every Month	Todo mês	
Every Startup	Sempre que iniciar	
Every Two Weeks	A cada duas semanas	
Every Week	Toda semana	
Example	Exemplo	
Exception	Exceção	
Exception Class Name	Nome de classe da exceção	
Exception in	Exceção em	
Exception occurred	Exceção ocorrida	
Exception Type	Tipo de exceção	
Exclude	Excluir	
Exclude All	Excluir tudo	
Exclude from Commit	Excluir da submissão	
Exclude From Distribution	Excluir da distribuição	
Exclude From JAR File	Excluir o arquivo JAR	
Exclude From WAR File	Excluir do arquivo WAR	
Exclude IDE Modules	Excluir módulos do IDE	
Excluded	Excluído	
Exclusion Filter	Filtro de exclusão	
Exclusive	Exclusivo	
Execute	Executar	
Execute Command ...	Executar comando...	
Execute search	Executar busca	
Execute SQL command	Executar comando SQL	
Executing SQL statements	Executando comandos SQL	
Execution	Execução	
Execution API	API de execução	
Execution Command	Comando de execução	
Execution Server	Servidor de execução	
